Date,User,Content
2022-07-01 16:42:58+00:00,https://twitter.com/wojespn,"Free agent F/C Drew Eubanks is returning to the Portland Trail Blazers on a one-year deal, his agent James Dunleavy of @excelbasketball tells ESPN."
2022-07-01 15:14:01+00:00,https://twitter.com/wojespn,"Free agent G Theo Pinson is returning to the Dallas Mavericks on a one-year deal, sources tell ESPN."
2022-07-01 13:39:52+00:00,https://twitter.com/wojespn,"Free agent guard Ricky Rubio is nearing a deal on a return to the Cleveland Cavaliers, sources tell ESPN."
2022-07-01 04:01:47+00:00,https://twitter.com/wojespn,"Memphis Grizzlies star Ja Morant has agreed on a five-year, $193M designated rookie maximum extension that could become worth $231M, his agent Jim Tanner of @_TandemSE tells ESPN."
2022-07-01 04:00:42+00:00,https://twitter.com/wojespn,Total value of Jokic deal: six years and $303 million.
2022-07-01 04:00:29+00:00,https://twitter.com/wojespn,"Denver Nuggets two-time MVP Nikola Jokic has agreed to the largest deal in NBA history – a five-year, $270M super maximum contract extension, his agents Jeff Schwartz and Mike Lindeman of @Excelbasketball tell ESPN. Deal includes player option and trade kicker."
2022-07-01 04:00:13+00:00,https://twitter.com/wojespn,"Phoenix Suns star Devin Booker has agreed on a four-year, $224M super max extension, his agents Jessica Holtz and Melvin Booker of @CAA_Basketball tell ESPN. Deal begins in 2024-2025 and brings Booker’s total contract value to six years and $295M."
2022-07-01 04:00:01+00:00,https://twitter.com/wojespn,"Minnesota Timberwolves star Karl-Anthony Towns has agreed on a four-year, $224M super max extension, his agent Jessica Holtz of @CAA_Basketball tells ESPN. Deal begins with the 2024-25 season and delivers Towns’ total contract value to six years and $295M."
2022-07-01 02:28:06+00:00,https://twitter.com/wojespn,"Free agent center Andre Drummond has agreed to a two-year, $6.6M deal with the Chicago Bulls, sources tell ESPN. The second year is a player option."
2022-07-01 01:33:46+00:00,https://twitter.com/wojespn,"Free agent guard Jalen Brunson has agreed to a four-year, $104 million deal with the New York Knicks, his agents Aaron Mintz and Sam Rose of @CAA_Basketball tell ESPN. The deal includes a player option on the final season."
2022-07-01 01:01:31+00:00,https://twitter.com/wojespn,"Free agent guard Delon Wright has agreed to a two-year, $16 million deal to sign with the Washington Wizards, his agent Greg Lawrence of @wassbasketball tells ESPN."
2022-07-01 00:40:20+00:00,https://twitter.com/wojespn,"Free agent Kyle Anderson has agreed to a deal with the Minnesota Timberwolves, sources tell ESPN."
2022-07-01 00:25:48+00:00,https://twitter.com/wojespn,"Orlando Magic guard Gary Harris has agreed on a two-year, $26 million contract extension, his agents Austin Brown and Aaron Mintz of @CAA_Basketball tell ESPN."
2022-06-30 23:59:56+00:00,https://twitter.com/wojespn,"Anthony Gill is signing a two year-deal with the Washington Wizards, sources tell ESPN."
2022-06-30 23:14:02+00:00,https://twitter.com/wojespn,"Restricted free agent C Nic Claxton has agreed on a two-year, $20 million deal to return to the Brooklyn Nets, sources tell ESPN."
2022-06-30 22:53:52+00:00,https://twitter.com/wojespn,"Free agent G Patty Mills has agreed to return to the Brooklyn Nets on a two-year, $14.5M deal, his agent Steven Heumann of @CAA_Basketball tells ESPN."
2022-06-30 22:23:50+00:00,https://twitter.com/wojespn,"Free agent G Trevelin Queen has agreed a deal with the Philadelphia 76ers, sources tell ESPN."
2022-06-30 22:21:45+00:00,https://twitter.com/wojespn,"Free agent F Nic Batum has agreed to a two-year deal to return to the Los Angeles Clippers, sources tell ESPN."
2022-06-30 22:19:50+00:00,https://twitter.com/wojespn,"Free agent G Lu Dort has agreed to a five-year, $87.5M deal to stay with the Oklahoma City Thunder, his agent Thad Foucher of Wasserman tells ESPN."
2022-06-30 22:18:56+00:00,https://twitter.com/wojespn,"Chris Boucher is returning to the Toronto Raptors on a three-year, $35.25M deal, his agent Sam Permut of @RocNationSports tells ESPN."
2022-06-30 22:16:12+00:00,https://twitter.com/wojespn,"Free agent C Damian Jones has agreed to a two-year deal with the Los Angeles Lakers, sources tell ESPN."
2022-06-30 22:15:44+00:00,https://twitter.com/wojespn,"Amir Coffey has agreed to a three-year, $11M deal with the Clippers, his agents Bill Duffy and Marlon Harrison of @BDA_Sports and WME Sports tell ESPN."
2022-06-30 22:11:33+00:00,https://twitter.com/wojespn,"Free agent G Tyus Jones is returning to the Memphis Grizzlies on a two-year, $30M deal, his agent Kevin Bradbury of @REP1Basketball tells ESPN."
2022-06-30 22:08:34+00:00,https://twitter.com/wojespn,"Free agent Danuel House has agreed to a two-year, $8.5M deal with the 76ers, sources tell ESPN."
2022-06-30 22:04:37+00:00,https://twitter.com/wojespn,"Free agent F Bobby Portis is returning to the Milwaukee Bucks on a 4-year, $49M contract, his agent Mark Bartelstein of @PrioritySports tells ESPN."
2022-06-30 22:03:23+00:00,https://twitter.com/wojespn,"Portland Trail Blazers guard Anfernee Simons has agreed on a four-year, $100 million contract extension, his agent Bill Duffy of @BDA_Sports + WME Sports tells ESPN."
2022-06-30 22:01:16+00:00,https://twitter.com/wojespn,"All-Star guard Bradley Beal has agreed to a five-year, $251 million maximum contract to stay with the Washington Wizards, his agent Mark Bartelstein of @PrioritySports tells ESPN."
2022-06-30 19:11:23+00:00,https://twitter.com/wojespn,"Brooklyn is sending the lesser of their own, Houston or Philadelphia's 2023 first-round pick, sources tell ESPN."
2022-06-30 13:00:44+00:00,https://twitter.com/wojespn,"Four-time All-Star guard Kemba Walker and the Detroit Pistons are finalizing a contract buyout, sources tell ESPN. Once Walker clears waivers, he'll join free agency."
